"station_european_code","component_caption","statistics_year","statistics_average_group","statistic_shortname","statistic_value","station_european_code","country_iso_code","country_name","station_city","longitude","latitude","altitude"
"FR04023","O3",2012,"day","P50",46.957,"FR04023","FR","France","CERGY",2.043056,49.046389,85
"FR14022","O3",2012,"day","P50",43.792,"FR14022","FR","France","CHALONS-EN-CHAMPAGNE",4.36,48.962222,80
"FR33102","O3",2012,"day","P50",48.417,"FR33102","FR","France","CHAMBERY",5.918611,45.596667,383
"FR33120","O3",2012,"day","P50",35.667,"FR33120","FR","France","CHAMONIX-MONT-BLANC",6.87,45.9225,1038
"FR04101","O3",2012,"day","P50",39.913,"FR04101","FR","France","CHAMPIGNY-SUR-MARNE",2.5175,48.816389,74
"FR14051","O3",2012,"day","P50",43.167,"FR14051","FR","France","CHARLEVILLE-MEZIERES",4.719167,49.745278,160
"FR24014","O3",2012,"day","P50",85.292,"FR24014","FR","France","BEUIL",6.989169,44.088333,1484
"FR23188","O3",2012,"day","P50",57.417,"FR23188","FR","France","NANTES",-1.5375,47.2225,18
"FR23175","O3",2012,"day","P50",56.375,"FR23175","FR","France","BOUCHEMAINE",-0.610064,47.430164,55
"FR09017","O3",2012,"day","P50",51.375,"FR09017","FR","France","COGNAC",-0.323361,45.694725,29
"FR12001","O3",2012,"day","P50",59.75,"FR12001","FR","France","COLOMIERS",1.3475,43.619725,154
"FR03083","O3",2012,"day","P50",42.5,"FR03083","FR","France","AUBIGNAN",5.036817,44.097742,69
"FR24023","O3",2012,"day","P50",35.375,"FR24023","FR","France","CONTES",7.331392,43.793331,235
"FR20204","O3",2012,"day","P50",68.75,"FR20204","FR","France","YZERON",4.598853,45.723414,806
"FR20047","O3",2012,"day","P50",48.792,"FR20047","FR","France","MIRIBEL",4.953958,45.823225,180
"FR29421","O3",2012,"day","P50",44.208,"FR29421","FR","France","SAINT-ÉTIENNE",4.389781,45.466719,480
"FR21001","O3",2012,"day","P50",51.083,"FR21001","FR","France","CAEN",-0.391111,49.192219,56
"FR10026","O3",2012,"day","P50",47.125,"FR10026","FR","France","CALAIS",1.8425,50.950833,4
"FR10132","O3",2012,"day","P50",59.792,"FR10132","FR","France","CAMPAGNE-LES-BOULONNAIS",1.9915,50.6105,170
"FR10029","O3",2012,"day","P50",46.875,"FR10029","FR","France","CAPPELLE-LA-GRANDE",2.365994,50.995908,2
"FR06133","O3",2012,"day","P50",45.083,"FR06133","FR","France","CARTIGNIES",3.850003,50.09308,148
"FR25043","O3",2012,"day","P50",47.5,"FR25043","FR","France","SOTTEVILLE-LES-ROUEN",1.098825,49.400519,11
"FR32014","O3",2012,"day","P50",50.348,"FR32014","FR","France","CHALON-SUR-SAÔNE",4.853889,46.797222,206
"FR34003","O3",2012,"day","P50",43.875,"FR34003","FR","France","CHAMBORD",1.56931,47.630175,76
"FR15013","O3",2012,"day","P50",46.304,"FR15013","FR","France","CHAMP-SUR-DRAC",5.728653,45.079539,267
"FR32002","O3",2012,"day","P50",43.833,"FR32002","FR","France","CHAMPFORGEUIL",4.835,46.821108,187
"FR15001","O3",2012,"day","P50",53.917,"FR15001","FR","France","CHARAVINES",5.51795,45.4276,491
"FR19003","O3",2012,"day","P50",51.583,"FR19003","FR","France","CHARTRES-DE-BRETAGNE",-1.706667,48.046664,40
"FR09010","O3",2012,"day","P50",51.292,"FR09010","FR","France","CHASSENEUIL-DU-POITOU",0.376236,46.655333,74
"FR34051","O3",2012,"day","P50",55.083,"FR34051","FR","France","CHATEAUROUX",1.693819,46.798333,155
"FR16064","O3",2012,"day","P50",53.083,"FR16064","FR","France","COLMAR",7.332258,48.0647,200
"FR31036","O3",2012,"day","P50",44.958,"FR31036","FR","France","DAX",-1.038611,43.704722,14
"FR23152","O3",2012,"day","P50",55.261,"FR23152","FR","France","LA ROCHE-SUR-YON",-1.436831,46.660703,72
"FR13012","O3",2012,"day","P50",47.042,"FR13012","FR","France","DAMBENOIS",6.868361,47.538194,365
"FR07008","O3",2012,"day","P50",54.583,"FR07008","FR","France","CLERMONT-FERRAND",3.094583,45.780892,370
"FR06011","O3",2012,"day","P50",43.792,"FR06011","FR","France","DENAIN",3.4,50.3275,34
"FR01004","O3",2012,"day","P50",52,"FR01004","FR","France","DISTROFF",6.271664,49.332497,223
"FR17009","O3",2012,"day","P50",57.833,"FR17009","FR","France","DOLE",5.496389,47.096722,223
"FR06003","O3",2012,"day","P50",39.458,"FR06003","FR","France","DOUAI",3.082778,50.366664,26
"FR34046","O3",2012,"day","P50",45.708,"FR34046","FR","France","DREUX",1.363889,48.731389,95
"FR34044","O3",2012,"day","P50",57.913,"FR34044","FR","France","DREUX",1.366389,48.753889,130
"FR36005","O3",2012,"day","P50",70.875,"FR36005","FR","France","DIEULEFIT",5.089872,44.520744,460
"FR34052","O3",2012,"day","P50",64.708,"FR34052","FR","France","DEOLS",1.704842,46.825175,145
"FR12004","O3",2012,"day","P50",57.042,"FR12004","FR","France","TOULOUSE",1.418611,43.575556,143
"FR23157","O3",2012,"day","P50",56.292,"FR23157","FR","France","BOUAYE",-1.690269,47.146089,19
"FR38008","O3",2012,"day","P50",26.083,"FR38008","FR","France","SAINT-DENIS",55.453822,-20.884708,39
"FR09019","O3",2012,"day","P50",50.583,"FR09019","FR","France","NIORT",-0.458889,46.329586,48
"FR38009","O3",2012,"day","P50",43.042,"FR38009","FR","France","SAINTE-SUZANNE",55.618978,-20.910586,5
"FR30019","O3",2012,"day","P50",51.478,"FR30019","FR","France","EPINAL",6.452811,48.172778,325
"FR25036","O3",2012,"day","P50",41.042,"FR25036","FR","France","ROUEN",1.093694,49.442458,17
"FR25039","O3",2012,"day","P50",45.522,"FR25039","FR","France","EVREUX",1.148319,49.021339,65
"FR18043","O3",2012,"day","P50",43.208,"FR18043","FR","France","CREIL",2.474397,49.259553,34
"FR34054","O3",2012,"day","P50",55.875,"FR34054","FR","France","FAVEROLLES",1.409444,47.170002,128
"FR33303","O3",2012,"day","P50",27.292,"FR33303","FR","France","FERNEY-VOLTAIRE",6.1125,46.255833,417
"FR23163","O3",2012,"day","P50",52.333,"FR23163","FR","France","SPAY",0.151825,47.921922,41
"FR30021","O3",2012,"day","P50",48.167,"FR30021","FR","France","FLEVILLE-DEVANT-NANCY",6.194922,48.621503,250
"FR15017","O3",2012,"day","P50",45.5,"FR15017","FR","France","FONTAINE",5.686964,45.190439,210
"FR02013","O3",2012,"day","P50",65.522,"FR02013","FR","France","FOS-SUR-MER",4.934167,43.458889,5
"FR19091","O3",2012,"day","P50",51.696,"FR19091","FR","France","FOUGÈRES",-1.202222,48.347503,110
"FR34041","O3",2012,"day","P50",51.348,"FR34041","FR","France","CHARTRES",1.509281,48.444836,145
"FR05088","O3",2012,"day","P50",48.333,"FR05088","FR","France","FECAMP",0.4159,49.75,34
"FR33212","O3",2012,"day","P50",49.458,"FR33212","FR","France","GAILLARD",6.214859,46.193692,426
"FR24033","O3",2012,"day","P50",53.333,"FR24033","FR","France","GAP",6.073056,44.555214,741
"FR04145","O3",2012,"day","P50",44.375,"FR04145","FR","France","GARCHES",2.189444,48.846389,134
"FR23230","O3",2012,"day","P50",67.5,"FR23230","FR","France","PORNICHET",-2.332067,47.253056,6
"FR12029","O3",2012,"day","P50",65.917,"FR12029","FR","France","GAUDONVILLE",0.845,43.883611,222
"FR20045","O3",2012,"day","P50",29.542,"FR20045","FR","France","GENAS",4.980547,45.731825,211
"FR20017","O3",2012,"day","P50",43.292,"FR20017","FR","France","LYON",4.829794,45.735292,172
"FR31001","O3",2012,"day","P50",55.087,"FR31001","FR","France","BORDEAUX",-0.579444,44.861389,3
"FR24015","O3",2012,"day","P50",62.958,"FR24015","FR","France","GRASSE",6.919444,43.656944,356
"FR35005","O3",2012,"day","P50",60.304,"FR35005","FR","France","GUÉRET",1.87,46.17,437
"FR08204","O3",2012,"day","P50",65.625,"FR08204","FR","France","TARASCON",4.643089,43.830703,15
"FR08209","O3",2012,"day","P50",69.5,"FR08209","FR","France","SAZE",4.679686,43.942886,85
"FR08614","O3",2012,"day","P50",55.75,"FR08614","FR","France","NIMES",4.374219,43.834403,40
"FR30022","O3",2012,"day","P50",52.545,"FR30022","FR","France","GERARDMER",6.872778,48.071669,660
"FR34031","O3",2012,"day","P50",52.708,"FR34031","FR","France","BOURGES",2.410869,47.098083,147
"FR15043","O3",2012,"day","P50",30.958,"FR15043","FR","France","GRENOBLE",5.735664,45.162178,214
"FR15045","O3",2012,"day","P50",52.042,"FR15045","FR","France","VIF",5.6767,45.0578,310
"FR15048","O3",2012,"day","P50",40.958,"FR15048","FR","France","CROLLES",5.882389,45.279908,260
"FR31014","O3",2012,"day","P50",51.5,"FR31014","FR","France","BIZANOS",-0.322778,43.307778,227
"FR20049","O3",2012,"day","P50",63.458,"FR20049","FR","France","DIEME",4.465711,45.961411,540
"FR03069","O3",2012,"day","P50",66.5,"FR03069","FR","France","HYÈRES",6.1318,43.119719,33
"FR11026","O3",2012,"day","P50",38.5,"FR11026","FR","France","HALLUIN",3.127047,50.775481,21
"FR28010","O3",2012,"day","P50",42.417,"FR28010","FR","France","HARNES",2.9,50.449456,38
"FR08025","O3",2012,"day","P50",80.208,"FR08025","FR","France","FRAISSE-SUR-AGOUT",2.802367,43.594781,910
"FR18040","O3",2012,"day","P50",49.542,"FR18040","FR","France","HIRSON",4.090556,49.920667,181
"FR30016","O3",2012,"day","P50",41.458,"FR30016","FR","France","NANCY",6.175111,48.685856,210
"FR21019","O3",2012,"day","P50",51.542,"FR21019","FR","France","IFS",-0.352778,49.151667,22
"FR31027","O3",2012,"day","P50",81.125,"FR31027","FR","France","LARRAU",-1.035278,43.033611,1400
"FR07038","O3",2012,"day","P50",52.083,"FR07038","FR","France","ISSOIRE",3.248278,45.544531,405
"FR02012","O3",2012,"day","P50",62,"FR02012","FR","France","ISTRES",4.982778,43.509444,10
"FR07009","O3",2012,"day","P50",55.833,"FR07009","FR","France","CLERMONT-FERRAND",3.0875,45.772167,390
"FR14012","O3",2012,"day","P50",46.708,"FR14012","FR","France","REIMS",4.020556,49.224167,93
"FR30033","O3",2012,"day","P50",55.667,"FR30033","FR","France","JONVILLE-EN-WOEVRE",5.785556,49.065831,225
"FR34024","O3",2012,"day","P50",51.167,"FR34024","FR","France","JOUE-LES-TOURS",0.653322,47.3445,85
"FR03046","O3",2012,"day","P50",70.217,"FR03046","FR","France","LA CIOTAT",5.599722,43.182494,46
"FR35012","O3",2012,"day","P50",72.417,"FR35012","FR","France","LA NOUAILLE",2.06,45.809997,810
"FR29439","O3",2012,"day","P50",55.75,"FR29439","FR","France","LA TALAUDIÈRE",4.429667,45.481778,520
"FR23124","O3",2012,"day","P50",58.5,"FR23124","FR","France","LA TARDIÈRE",-0.743681,46.656683,143
"FR14031","O3",2012,"day","P50",46.75,"FR14031","FR","France","TROYES",4.076944,48.301667,105
"FR03064","O3",2012,"day","P50",61.792,"FR03064","FR","France","LA VALETTE-DU-VAR",5.992206,43.132206,62
"FR31021","O3",2012,"day","P50",43.417,"FR31021","FR","France","LABASTIDE-CÉZÉRACQ",-0.536944,43.376111,125
"FR03084","O3",2012,"day","P50",73.125,"FR03084","FR","France","LE PONTET",4.857208,43.960158,22
"FR31008","O3",2012,"day","P50",54.043,"FR31008","FR","France","LE TEMPLE",-0.939444,44.865556,43
"FR31030","O3",2012,"day","P50",52.292,"FR31030","FR","France","LÉOGNAN",-0.576111,44.7225,49
"FR23110","O3",2012,"day","P50",64,"FR23110","FR","France","SAINT-NAZAIRE",-2.249858,47.264117,25
"FR03019","O3",2012,"day","P50",67.391,"FR03019","FR","France","LES PENNES-MIRABEAU",5.320219,43.409461,140
"FR04049","O3",2012,"day","P50",53,"FR04049","FR","France","LES ULIS",2.165556,48.679444,159
"FR35003","O3",2012,"day","P50",44.458,"FR35003","FR","France","LIMOGES",1.256875,45.8311,301
"FR09014","O3",2012,"day","P50",29.667,"FR09014","FR","France","L' ISLE-D'ESPAGNAC",0.1975,45.662886,55
"FR04098","O3",2012,"day","P50",40.652,"FR04098","FR","France","LOGNES",2.635278,48.840278,80
"FR12042","O3",2012,"day","P50",48.958,"FR12042","FR","France","LOURDES",-0.038889,43.096944,405
"FR33201","O3",2012,"day","P50",39.75,"FR33201","FR","France","ANNECY",6.118333,45.895278,453
"FR20062","O3",2012,"day","P50",47.333,"FR20062","FR","France","LYON",4.854214,45.757733,160
"FR34025","O3",2012,"day","P50",55.458,"FR34025","FR","France","TOURS",0.684139,47.419339,103
"FR08617","O3",2012,"day","P50",61.833,"FR08617","FR","France","LA CALMETTE",4.265814,43.925392,75
"FR21050","O3",2012,"day","P50",64.625,"FR21050","FR","France","LA COULONCHE",-0.458333,48.645,309
"FR09016","O3",2012,"day","P50",48.652,"FR09016","FR","France","LA COURONNE",0.099722,45.608822,51
"FR03060","O3",2012,"day","P50",58.792,"FR03060","FR","France","LA SEYNE-SUR-MER",5.875383,43.101592,12
"FR34012","O3",2012,"day","P50",53.455,"FR34012","FR","France","ORLEANS",1.927694,47.836617,106
"FR15031","O3",2012,"day","P50",87.208,"FR15031","FR","France","LE MONÊTIER-LES-BAINS",6.469494,44.998042,1750
"FR32007","O3",2012,"day","P50",56.667,"FR32007","FR","France","LE CREUSOT",4.4175,46.802225,350
"FR05074","O3",2012,"day","P50",55.958,"FR05074","FR","France","LE HAVRE",0.100703,49.489631,5
"FR05086","O3",2012,"day","P50",55.75,"FR05086","FR","France","LE HAVRE",0.11345,49.5195,87
"FR07012","O3",2012,"day","P50",45.542,"FR07012","FR","France","LE PUY-EN-VELAY",3.882667,45.044722,645
"FR34032","O3",2012,"day","P50",50.708,"FR34032","FR","France","BOURGES",2.404492,47.08265,135
"FR08714","O3",2012,"day","P50",68.13,"FR08714","FR","France","PERPIGNAN",2.8997,42.6958,25
"FR09015","O3",2012,"day","P50",54,"FR09015","FR","France","POITIERS",0.358583,46.586917,119
"FR11033","O3",2012,"day","P50",43.042,"FR11033","FR","France","LESQUIN",3.117222,50.589447,49
"FR38014","O3",2012,"day","P50",25.25,"FR38014","FR","France","SAINT-PIERRE",55.474192,-21.312894,142
"FR21021","O3",2012,"day","P50",46.458,"FR21021","FR","France","LISIEUX",0.227222,49.147225,56
"FR01001","O3",2012,"day","P50",46.261,"FR01001","FR","France","LONGLAVILLE",5.804447,49.535003,265
"FR17016","O3",2012,"day","P50",57.545,"FR17016","FR","France","LONS-LE-SAUNIER",5.556806,46.671306,261
"FR19032","O3",2012,"day","P50",57.13,"FR19032","FR","France","LORIENT",-3.394808,47.7425,29
"FR19021","O3",2012,"day","P50",54.25,"FR19021","FR","France","LORIENT",-3.375656,47.752228,25
"FR34042","O3",2012,"day","P50",59.958,"FR34042","FR","France","LUCÉ",1.470575,48.437969,158
"FR39002","O3",2012,"day","P50",30.125,"FR39002","FR","France","FORT-DE-FRANCE",-61.0775,14.603056,49
"FR12052","O3",2012,"day","P50",54.565,"FR12052","FR","France","TARBES",0.062222,43.230278,311
"FR24018","O3",2012,"day","P50",68.75,"FR24018","FR","France","MANOSQUE",5.785831,43.835275,371
"FR04063","O3",2012,"day","P50",45.333,"FR04063","FR","France","MANTES-LA-JOLIE",1.7033,48.9964,32
"FR03043","O3",2012,"day","P50",50.625,"FR03043","FR","France","MARSEILLE",5.395794,43.306075,77
"FR03045","O3",2012,"day","P50",68.833,"FR03045","FR","France","MARSEILLE",5.411547,43.260228,44
"FR12021","O3",2012,"day","P50",56.304,"FR12021","FR","France","TOULOUSE",1.438611,43.623614,139
"FR23123","O3",2012,"day","P50",51.75,"FR23123","FR","France","LAVAL",-0.767692,48.069433,54
"FR04069","O3",2012,"day","P50",40.458,"FR04069","FR","France","MELUN",2.661389,48.541389,56
"FR12046","O3",2012,"day","P50",56.208,"FR12046","FR","France","MONTAUBAN",1.416667,44.030558,113
"FR38002","O3",2012,"day","P50",32.083,"FR38002","FR","France","SAINT-DENIS",55.468336,-20.903294,150
"FR04149","O3",2012,"day","P50",42.958,"FR04149","FR","France","MONTGERON",2.4572,48.7067,68
"FR32006","O3",2012,"day","P50",42.905,"FR32006","FR","France","MÂCON",4.84,46.316108,190
"FR05087","O3",2012,"day","P50",49.958,"FR05087","FR","France","NOTRE-DAME-DE-BLIQUETUIT",0.758833,49.498294,10
"FR11016","O3",2012,"day","P50",42.833,"FR11016","FR","France","MARCQ-EN-BAROEUL",3.077681,50.671172,17
"FR34017","O3",2012,"day","P50",55.833,"FR34017","FR","France","MARIGNY-LES-USAGES",2.010036,47.959014,127
"FR02004","O3",2012,"day","P50",65.913,"FR02004","FR","France","MARTIGUES",5.043056,43.416667,107
"FR06007","O3",2012,"day","P50",41.208,"FR06007","FR","France","MAUBEUGE",3.973611,50.278336,140
"FR25040","O3",2012,"day","P50",54.875,"FR25040","FR","France","LE MESNIL-ESNARD",1.15515,49.406189,160
"FR01012","O3",2012,"day","P50",46.167,"FR01012","FR","France","METZ",6.223336,49.110281,204
"FR01011","O3",2012,"day","P50",44.917,"FR01011","FR","France","METZ",6.180833,49.119442,192
"FR02026","O3",2012,"day","P50",65.136,"FR02026","FR","France","MIRAMAS",5.006389,43.585003,51
"FR13011","O3",2012,"day","P50",53.125,"FR13011","FR","France","MONTANDON",6.825861,47.294639,746
"FR34018","O3",2012,"day","P50",54.917,"FR34018","FR","France","VILLEMANDEUR",2.720156,47.997981,97
"FR13002","O3",2012,"day","P50",55.083,"FR13002","FR","France","MONTBÉLIARD",6.786083,47.501139,343
"FR32005","O3",2012,"day","P50",50.913,"FR32005","FR","France","MONTCEAU-LES-MINES",4.366667,46.666667,312
"FR17023","O3",2012,"day","P50",57.208,"FR17023","FR","France","MONTFAUCON",6.076472,47.234611,490
"FR07004","O3",2012,"day","P50",58.125,"FR07004","FR","France","CLERMONT-FERRAND",3.113833,45.797278,340
"FR34056","O3",2012,"day","P50",40.957,"FR34056","FR","France","MONTIERCHAUME",1.772119,46.864658,159
"FR05079","O3",2012,"day","P50",47.333,"FR05079","FR","France","MONTIVILLIERS",0.185369,49.545414,20
"FR07013","O3",2012,"day","P50",53.625,"FR07013","FR","France","MONTLUÇON",2.604583,46.340081,215
"FR07016","O3",2012,"day","P50",53.125,"FR07016","FR","France","MONTLUÇON",2.601306,46.324142,205
"FR16065","O3",2012,"day","P50",55.292,"FR16065","FR","France","MULHOUSE",7.34255,47.7239,330
"FR16066","O3",2012,"day","P50",48.5,"FR16066","FR","France","MULHOUSE",7.3088,47.7374,250
"FR39001","O3",2012,"day","P50",18.167,"FR39001","FR","France","FORT-DE-FRANCE",-61.0656,14.6061,16
"FR05084","O3",2012,"day","P50",49.208,"FR05084","FR","France","NOTRE-DAME-DE-GRAVENCHON",0.571853,49.493331,35
"FR04017","O3",2012,"day","P50",32.545,"FR04017","FR","France","NEUILLY-SUR-SEINE",2.278056,48.881389,36
"FR24035","O3",2012,"day","P50",32.792,"FR24035","FR","France","NICE",7.242083,43.689286,5
"FR24011","O3",2012,"day","P50",65.417,"FR24011","FR","France","NICE",7.211944,43.686111,143
"FR33202","O3",2012,"day","P50",45.667,"FR33202","FR","France","ANNECY",6.135556,45.916944,461
"FR30037","O3",2012,"day","P50",53.75,"FR30037","FR","France","VILLERS-LÈS-NANCY",6.136022,48.656944,360
"FR30034","O3",2012,"day","P50",45.792,"FR30034","FR","France","NANCY",6.190431,48.688172,200
"FR28020","O3",2012,"day","P50",45.917,"FR28020","FR","France","NOEUX-LES-MINES",2.6613,50.483925,20
"FR18019","O3",2012,"day","P50",42.125,"FR18019","FR","France","NOGENT-SUR-OISE",2.482167,49.276386,28
"FR16017","O3",2012,"day","P50",46.917,"FR16017","FR","France","MUNCHHAUSEN",8.1584,48.9193,114
"FR24039","O3",2012,"day","P50",75.25,"FR24039","FR","France","SAINT-MICHEL-L'OBSERVATOIRE",5.7117,43.9335,670
"FR10032","O3",2012,"day","P50",61.667,"FR10032","FR","France","OUTREAU",1.576389,50.693892,54
"FR34043","O3",2012,"day","P50",50.875,"FR34043","FR","France","OYSONVILLE",1.955953,48.390456,150
"FR18008","O3",2012,"day","P50",47.375,"FR18008","FR","France","OMISSY",3.306583,49.863028,87
"FR35007","O3",2012,"day","P50",56.875,"FR35007","FR","France","LE PALAIS-SUR-VIENNE",1.31,45.869997,333
"FR04037","O3",2012,"day","P50",38.167,"FR04037","FR","France","",2.360278,48.828609,57
"FR04004","O3",2012,"day","P50",34.833,"FR04004","FR","France","PARIS 18E  ARRONDISSEMENT",2.346667,48.891667,71
"FR04143","O3",2012,"day","P50",36.87,"FR04143","FR","France","PARIS 4E  ARRONDISSEMENT",2.351111,48.859444,49
"FR33220","O3",2012,"day","P50",38.833,"FR33220","FR","France","PASSY",6.713611,45.923611,594
"FR33101","O3",2012,"day","P50",42.625,"FR33101","FR","France","CHAMBERY",5.928333,45.564722,280
"FR12027","O3",2012,"day","P50",35.125,"FR12027","FR","France","TARBES",0.082222,43.231947,311
"FR31033","O3",2012,"day","P50",53.696,"FR31033","FR","France","PÉRIGUEUX",0.727222,45.189722,142
"FR12020","O3",2012,"day","P50",65.208,"FR12020","FR","France","PEYRUSSE-VIEILLE",0.179722,43.630278,240
"FR27006","O3",2012,"day","P50",65.917,"FR27006","FR","France","FARAMANS",5.174122,45.3978,360
"FR03027","O3",2012,"day","P50",80.174,"FR03027","FR","France","PLAN-D'AUPS-SAINTE-BAUME",5.727364,43.335192,675
"FR07022","O3",2012,"day","P50",53.542,"FR07022","FR","France","PARAY-LE-FRESIL",3.600667,46.652669,233
"FR25045","O3",2012,"day","P50",59.167,"FR25045","FR","France","SAINTE-MARGUERITE-SUR-MER",0.957178,49.916364,80
"FR09203","O3",2012,"day","P50",62,"FR09203","FR","France","LA ROCHELLE",-1.211203,46.161611,10
"FR09009","O3",2012,"day","P50",46.708,"FR09009","FR","France","POITIERS",0.344889,46.58305,112
"FR01014","O3",2012,"day","P50",49.875,"FR01014","FR","France","PONT-À-MOUSSON",6.058336,48.915,179
"FR17018","O3",2012,"day","P50",58.87,"FR17018","FR","France","PONTARLIER",6.357583,46.915,871
"FR22010","O3",2012,"day","P50",33.875,"FR22010","FR","France","PORCELETTE",6.653472,49.155831,243
"FR34011","O3",2012,"day","P50",28.167,"FR34011","FR","France","ORLEANS",1.910625,47.902022,111
"FR08016","O3",2012,"day","P50",57.458,"FR08016","FR","France","MONTPELLIER",3.886894,43.591525,8
"FR08018","O3",2012,"day","P50",69.875,"FR08018","FR","France","SAINT-GÉLY-DU-FESC",3.800817,43.695367,130
"FR08017","O3",2012,"day","P50",61.583,"FR08017","FR","France","LATTES",3.911556,43.570608,5
"FR19051","O3",2012,"day","P50",54.875,"FR19051","FR","France","QUIMPER",-4.104136,47.998158,30
"FR14008","O3",2012,"day","P50",53.667,"FR14008","FR","France","LES MAZURES",4.63,49.907781,395
"FR29423","O3",2012,"day","P50",49.792,"FR29423","FR","France","ROANNE",4.074656,46.041111,259
"FR27003","O3",2012,"day","P50",48,"FR27003","FR","France","LES ROCHES-DE-CONDRIEU",4.766528,45.454519,152
"FR27002","O3",2012,"day","P50",35.917,"FR27002","FR","France","ROUSSILLON",4.805147,45.367819,157
"FR07031","O3",2012,"day","P50",72.833,"FR07031","FR","France","RAGEADE",3.277361,45.104722,1040
"FR30018","O3",2012,"day","P50",46.625,"FR30018","FR","France","REMIREMONT",6.585836,48.024606,380
"FR19006","O3",2012,"day","P50",44.25,"FR19006","FR","France","RENNES",-1.700608,48.117472,34
"FR19010","O3",2012,"day","P50",45.667,"FR19010","FR","France","RENNES",-1.690319,48.092681,47
"FR02010","O3",2012,"day","P50",61.478,"FR02010","FR","France","ARLES",4.854167,43.500833,5
"FR07032","O3",2012,"day","P50",55.792,"FR07032","FR","France","RIO",3.115056,45.894194,350
"FR24032","O3",2012,"day","P50",57.417,"FR24032","FR","France","ROQUEBRUNE-CAP-MARTIN",7.478864,43.7585,18
"FR02020","O3",2012,"day","P50",55.957,"FR02020","FR","France","ROGNAC",5.219722,43.510556,45
"FR36019","O3",2012,"day","P50",54.458,"FR36019","FR","France","ROMANS-SUR-ISÈRE",5.0443,45.0425,150
"FR07001","O3",2012,"day","P50",59.292,"FR07001","FR","France","ROYAT",3.047194,45.764667,520
"FR18045","O3",2012,"day","P50",45.042,"FR18045","FR","France","ROYE",2.801139,49.696697,86
"FR29424","O3",2012,"day","P50",44.583,"FR29424","FR","France","SAINT-ÉTIENNE",4.395422,45.420089,552
"FR20048","O3",2012,"day","P50",48.333,"FR20048","FR","France","PUSIGNAN",5.072297,45.753528,217
"FR23078","O3",2012,"day","P50",57.208,"FR23078","FR","France","CHOLET",-0.886111,47.054444,90
"FR33111","O3",2012,"day","P50",47.333,"FR33111","FR","France","SAINT-JEAN-DE-MAURIENNE",6.349722,45.274722,555
"FR29426","O3",2012,"day","P50",39.833,"FR29426","FR","France","SAINT-CHAMOND",4.515003,45.475325,366
"FR31016","O3",2012,"day","P50",49.958,"FR31016","FR","France","BAYONNE",-1.488056,43.479722,35
"FR23177","O3",2012,"day","P50",53.708,"FR23177","FR","France","SAINT-DENIS-D'ANJOU",-0.444044,47.787731,50
"FR31031","O3",2012,"day","P50",51.217,"FR31031","FR","France","SAINT-SULPICE-ET-CAMEYRAC",-0.384444,44.913056,16
"FR22022","O3",2012,"day","P50",48.75,"FR22022","FR","France","SARREGUEMINES",7.083539,49.118342,217
"FR22019","O3",2012,"day","P50",46.333,"FR22019","FR","France","SCHOENECK",6.925833,49.220364,244
"FR12041","O3",2012,"day","P50",62.667,"FR12041","FR","France","MONTGISCARD",1.571111,43.457497,192
"FR23182","O3",2012,"day","P50",52.5,"FR23182","FR","France","LE MANS",0.221422,47.971064,85
"FR24017","O3",2012,"day","P50",68.458,"FR24017","FR","France","CHATEAU-ARNOUX-SAINT-AUBAN",6.003611,44.086386,509
"FR35002","O3",2012,"day","P50",54.167,"FR35002","FR","France","SAINT-JUNIEN",0.9,45.89,227
"FR20004","O3",2012,"day","P50",50.292,"FR20004","FR","France","LYON",4.820331,45.755317,250
"FR14032","O3",2012,"day","P50",46.625,"FR14032","FR","France","SAINT-PARRES-AUX-TERTRES",4.117222,48.299167,110
"FR20036","O3",2012,"day","P50",15.5,"FR20036","FR","France","SAINT-PRIEST",4.9131,45.6994,195
"FR37002","O3",2012,"day","P50",28,"FR37002","FR","France","POINTE-A-PITRE",-61.5381,16.2387,10
"FR37003","O3",2012,"day","P50",22.625,"FR37003","FR","France","LES ABYMES",-61.518881,16.25,14
"FR40004","O3",2012,"day","P50",25.75,"FR40004","FR","France","CAYENNE",-52.310228,4.932214,5
"FR14033","O3",2012,"day","P50",47.208,"FR14033","FR","France","SAINTE-SAVINE",4.050278,48.295003,110
"FR16038","O3",2012,"day","P50",42.583,"FR16038","FR","France","STRASBOURG",7.783117,48.5704,139
"FR16029","O3",2012,"day","P50",45.542,"FR16029","FR","France","STRASBOURG",7.781628,48.6103,136
"FR16041","O3",2012,"day","P50",45.083,"FR16041","FR","France","GEISPOLSHEI",7.687817,48.515667,144
"FR27005","O3",2012,"day","P50",50.5,"FR27005","FR","France","SABLONS",4.772867,45.319636,138
"FR06134","O3",2012,"day","P50",42.375,"FR06134","FR","France","SAINT-AMAND-LES-EAUX",3.433458,50.438678,23
"FR19061","O3",2012,"day","P50",55.292,"FR19061","FR","France","SAINT-BRIEUC",-2.75,48.516669,43
"FR22016","O3",2012,"day","P50",50.87,"FR22016","FR","France","SAINT-AVOLD",6.70375,49.104139,229
"FR21040","O3",2012,"day","P50",53.5,"FR21040","FR","France","SAINT-LO",-1.084722,49.116389,56
"FR11030","O3",2012,"day","P50",44.958,"FR11030","FR","France","SALOME",2.839,50.532031,22
"FR02016","O3",2012,"day","P50",62.13,"FR02016","FR","France","SALON-DE-PROVENCE",5.091944,43.638053,75
