"station_european_code","component_caption","statistics_year","statistics_average_group","statistic_shortname","statistic_value","station_european_code","country_iso_code","country_name","station_city","longitude","latitude","altitude"
"LU0105A","O3",2012,"day","P50",54.13,"LU0105A","LU","Luxembourg","",6.305281,49.7225,319
"LU0102A","O3",2012,"day","P50",44.583,"LU0102A","LU","Luxembourg","ESCH-SUR-ALZETTE",5.976675,49.50528,292
"LU0101A","O3",2012,"day","P50",32.87,"LU0101A","LU","Luxembourg","LUXEMBOURG",6.138058,49.59833,280
"LU0103A","O3",2012,"day","P50",64.522,"LU0103A","LU","Luxembourg","VIANDEN",6.176397,49.94389,515
"LV000L1","O3",2012,"day","P50",59.654,"LV000L1","LV","Latvia","LIEPAJA",21.004694,56.523175,4
"LV00RZ1","O3",2012,"day","P50",55.062,"LV00RZ1","LV","Latvia","REZEKNE",27.333369,56.510203,157
"LV0RKE2","O3",2012,"day","P50",57.775,"LV0RKE2","LV","Latvia","Riga",24.156508,56.935928,7
"LV00RP5","O3",2012,"day","P50",59.479,"LV00RP5","LV","Latvia","Riga",24.115872,56.950606,8
"LV0RVL7","O3",2012,"day","P50",18.262,"LV0RVL7","LV","Latvia","Riga",24.1158,56.9575,6
"LV00010","O3",2012,"day","P50",69.75,"LV00010","LV","Latvia","",21.173331,56.16235,18
"LV00VN1","O3",2012,"day","P50",51.8,"LV00VN1","LV","Latvia","VENTSPILS",21.591989,57.404633,1
"LV00016","O3",2012,"day","P50",69.5,"LV00016","LV","Latvia","",25.905617,57.134853,183
"ME0004A","O3",2012,"day","P50",62.963,"ME0004A","ME","Montenegro","BAR",19.0989,42.0994,25
"ME0008A","O3",2012,"day","P50",80.11,"ME0008A","ME","Montenegro","BAR",19.103481,42.10035,12
"ME0003A","O3",2012,"day","P50",47.284,"ME0003A","ME","Montenegro","NIKSIC",18.9464,42.777867,590
"ME0009A","O3",2012,"day","P50",64.803,"ME0009A","ME","Montenegro","NIKSIC",18.942911,42.781211,629
"MK0037A","O3",2012,"day","P50",66.875,"MK0037A","MK","The former Yugoslav Republic of Macedonia","BITOLA",21.356396,41.040001,586
"MK0047A","O3",2012,"day","P50",39.129,"MK0047A","MK","The former Yugoslav Republic of Macedonia","SKOPJE",21.423,41.992,246
"MK0048A","O3",2012,"day","P50",47.967,"MK0048A","MK","The former Yugoslav Republic of Macedonia","SKOPJE",21.387,42.006,255
"MK0044A","O3",2012,"day","P50",49.721,"MK0044A","MK","The former Yugoslav Republic of Macedonia","KAVADARCI",22.007227,41.440556,269
"MK0034A","O3",2012,"day","P50",43.108,"MK0034A","MK","The former Yugoslav Republic of Macedonia","KOCANI",22.415848,41.913891,349
"MK0042A","O3",2012,"day","P50",88.246,"MK0042A","MK","The former Yugoslav Republic of Macedonia","LAZAROPOLE",20.698902,41.535831,1333
"MK0031A","O3",2012,"day","P50",21.579,"MK0031A","MK","The former Yugoslav Republic of Macedonia","SKOPJE",21.470003,41.978333,235
"MK0043A","O3",2012,"day","P50",26.238,"MK0043A","MK","The former Yugoslav Republic of Macedonia","SKOPJE",21.440838,41.999168,270
"MK0041A","O3",2012,"day","P50",39.142,"MK0041A","MK","The former Yugoslav Republic of Macedonia","TETOVO",20.968069,42.004444,84
"MK0039A","O3",2012,"day","P50",47.921,"MK0039A","MK","The former Yugoslav Republic of Macedonia","VELES",21.764736,41.718613,180
"MK0040A","O3",2012,"day","P50",44.133,"MK0040A","MK","The former Yugoslav Republic of Macedonia","VELES",21.765291,41.705833,191
"MT00008","O3",2012,"day","P50",74.338,"MT00008","MT","Malta","ATTARD",14.434464,35.890018,86
"MT00007","O3",2012,"day","P50",94.579,"MT00007","MT","Malta","GHARB",14.197153,36.06707,114
"MT00003","O3",2012,"day","P50",73.4,"MT00003","MT","Malta","PAOLA",14.511666,35.881664,40
"MT00005","O3",2012,"day","P50",56.608,"MT00005","MT","Malta","MSIDA",14.489986,35.895836,2
"MT00004","O3",2012,"day","P50",75.125,"MT00004","MT","Malta","ZEJTUN",14.538986,35.852291,56
"NL00520","O3",2012,"day","P50",37.542,"NL00520","NL","Netherlands","AMSTERDAM",4.917295,52.39093,4
"NL00003","O3",2012,"day","P50",37.708,"NL00003","NL","Netherlands","AMSTERDAM",4.943897,52.388889,1
"NL00012","O3",2012,"day","P50",35.183,"NL00012","NL","Netherlands","AMSTERDAM",4.888058,52.390003,4
"NL00014","O3",2012,"day","P50",35.708,"NL00014","NL","Netherlands","AMSTERDAM",4.808897,52.359997,2
"NL00918","O3",2012,"day","P50",54.734,"NL00918","NL","Netherlands","",5.573492,52.916916,1
"NL00818","O3",2012,"day","P50",46.764,"NL00818","NL","Netherlands","",6.01807,52.655003,1
"NL00631","O3",2012,"day","P50",43.532,"NL00631","NL","Netherlands","",5.61915,52.448502,-4
"NL00230","O3",2012,"day","P50",41.281,"NL00230","NL","Netherlands","",5.148902,51.519444,15
"NL00241","O3",2012,"day","P50",40.287,"NL00241","NL","Netherlands","BREDA",4.780847,51.603333,1
"NL00641","O3",2012,"day","P50",31.186,"NL00641","NL","Netherlands","",4.988614,52.203056,-1
"NL00227","O3",2012,"day","P50",45.439,"NL00227","NL","Netherlands","",5.561678,51.267498,32
"NL00644","O3",2012,"day","P50",42.827,"NL00644","NL","Netherlands","",4.92343,51.97464,1
"NL00444","O3",2012,"day","P50",50.671,"NL00444","NL","Netherlands","",4.510286,52.298054,4
"NL00404","O3",2012,"day","P50",47.17,"NL00404","NL","Netherlands","DEN HAAG",4.289172,52.078056,2
"NL00442","O3",2012,"day","P50",44.018,"NL00442","NL","Netherlands","DORDRECHT",4.708214,51.800659,1
"NL00722","O3",2012,"day","P50",42.782,"NL00722","NL","Netherlands","",6.605839,52.0925,19
"NL00236","O3",2012,"day","P50",36.647,"NL00236","NL","Netherlands","",5.472784,51.469723,17
"NL00938","O3",2012,"day","P50",48.905,"NL00938","NL","Netherlands","GRONINGEN",6.608897,53.246944,-1
"NL00537","O3",2012,"day","P50",37.39,"NL00537","NL","Netherlands","",4.648069,52.381664,1
"NL00137","O3",2012,"day","P50",45.147,"NL00137","NL","Netherlands","HEERLEN",5.976953,50.885002,115
"NL00807","O3",2012,"day","P50",44.647,"NL00807","NL","Netherlands","",6.403614,52.389168,7
"NL00496","O3",2012,"day","P50",45.943,"NL00496","NL","Netherlands","HOEK VAN HOLLAND",4.121389,51.978058,0
"NL00485","O3",2012,"day","P50",39.512,"NL00485","NL","Netherlands","ROTTERDAM",4.355278,51.866108,1
"NL00235","O3",2012,"day","P50",39.469,"NL00235","NL","Netherlands","",4.360286,51.435001,18
"NL00934","O3",2012,"day","P50",52.942,"NL00934","NL","Netherlands","",6.277509,53.331665,1
"NL00495","O3",2012,"day","P50",39.706,"NL00495","NL","Netherlands","MAASSLUIS",4.227778,51.931946,0
"NL00742","O3",2012,"day","P50",39.759,"NL00742","NL","Netherlands","NIJMEGEN",5.858061,51.838889,30
"NL00318","O3",2012,"day","P50",45.811,"NL00318","NL","Netherlands","",3.749458,51.295277,5
"NL00107","O3",2012,"day","P50",43.756,"NL00107","NL","Netherlands","POSTERHOLT",6.043064,51.120277,32
"NL00489","O3",2012,"day","P50",25.93,"NL00489","NL","Netherlands","ROTTERDAM",4.574722,51.868889,0
"NL00493","O3",2012,"day","P50",35.298,"NL00493","NL","Netherlands","ROTTERDAM",4.461667,51.926945,0
"NL00418","O3",2012,"day","P50",37.88,"NL00418","NL","Netherlands","ROTTERDAM",4.480289,51.915001,3
"NL00494","O3",2012,"day","P50",36.921,"NL00494","NL","Netherlands","SCHIEDAM",4.401389,51.921111,3
"NL00411","O3",2012,"day","P50",40.664,"NL00411","NL","Netherlands","",4.28057,51.994724,-1
"NL00639","O3",2012,"day","P50",29.995,"NL00639","NL","Netherlands","",5.121114,52.068889,1
"NL00643","O3",2012,"day","P50",39.839,"NL00643","NL","Netherlands","UTRECHT",5.128334,52.102222,2
"NL00929","O3",2012,"day","P50",44.759,"NL00929","NL","Netherlands","",6.933333,52.876663,10
"NL00247","O3",2012,"day","P50",40.267,"NL00247","NL","Netherlands","EINDHOVEN",5.393333,51.407501,22
"NL00433","O3",2012,"day","P50",32.132,"NL00433","NL","Netherlands","",4.326953,51.911392,-1
"NL00131","O3",2012,"day","P50",42.344,"NL00131","NL","Netherlands","",5.853614,51.541111,28
"NL00738","O3",2012,"day","P50",46.196,"NL00738","NL","Netherlands","",5.708619,52.112499,18
"NL00437","O3",2012,"day","P50",43.13,"NL00437","NL","Netherlands","",4.450841,51.787498,-1
"NL00538","O3",2012,"day","P50",52.94,"NL00538","NL","Netherlands","",5.050842,52.804722,-4
"NL00133","O3",2012,"day","P50",40.777,"NL00133","NL","Netherlands","",5.882236,50.903057,96
"NL00701","O3",2012,"day","P50",39.333,"NL00701","NL","Netherlands","ZAANDAM",4.816667,52.450001,1
"NL00633","O3",2012,"day","P50",43.285,"NL00633","NL","Netherlands","",4.838336,52.138889,-2
"NL00301","O3",2012,"day","P50",52.193,"NL00301","NL","Netherlands","",3.916947,51.635559,-1
"NO0002R","O3",2012,"day","P50",62.908,"NO0002R","NO","Norway","",8.269,58.432999,219
"NO0081A","O3",2012,"day","P50",42.475,"NO0081A","NO","Norway","",10.48785,59.95238,80
"NO0088A","O3",2012,"day","P50",41.071,"NO0088A","NO","Norway","OSLO",10.763333,59.915279,41
"NO0062A","O3",2012,"day","P50",55.061,"NO0062A","NO","Norway","",9.4,59.200001,25
"NO0056R","O3",2012,"day","P50",47.674,"NO0056R","NO","Norway","",11.066667,60.366665,300
"NO0039R","O3",2012,"day","P50",56.895,"NO0039R","NO","Norway","",8.883333,62.783333,210
"NO0043R","O3",2012,"day","P50",56.261,"NO0043R","NO","Norway","",11.533334,59,160
"NO0015A","O3",2012,"day","P50",38.517,"NO0015A","NO","Norway","BERGEN",5.326675,60.394726,5
"NO0052R","O3",2012,"day","P50",66.21,"NO0052R","NO","Norway","",5.2,59.200001,40
"NO0015R","O3",2012,"day","P50",62.785,"NO0015R","NO","Norway","",13.916667,65.833336,439
"NO0042R","O3",2012,"day","P50",68.835,"NO0042R","NO","Norway","",11.883333,78.900002,474
"PL0028A","O3",2012,"day","P50",69.167,"PL0028A","PL","Poland","CZERNIAWA",15.312167,50.912475,645
"PL0189A","O3",2012,"day","P50",48.583,"PL0189A","PL","Poland","JELENIA GORA",15.678769,50.861875,341
"PL0504A","O3",2012,"day","P50",45.417,"PL0504A","PL","Poland","KLODZKO",16.653614,50.433522,300
"PL0190A","O3",2012,"day","P50",52.333,"PL0190A","PL","Poland","LEGNICA",16.180477,51.204612,122
"PL0505A","O3",2012,"day","P50",44.458,"PL0505A","PL","Poland","",15.431735,51.317697,190
"PL0003R","O3",2012,"day","P50",79.25,"PL0003R","PL","Poland","",15.739722,50.736389,1603
"PL0192A","O3",2012,"day","P50",53.917,"PL0192A","PL","Poland","WALBRZYCH",16.269675,50.768758,436
"PL0193A","O3",2012,"day","P50",52,"PL0193A","PL","Poland","WROCLAW",17.141122,51.115939,120
"PL0194A","O3",2012,"day","P50",49.083,"PL0194A","PL","Poland","WROCLAW",17.029267,51.129391,121
"PL0064A","O3",2012,"day","P50",46.5,"PL0064A","PL","Poland","BYDGOSZCZ",18,53.134167,40
"PL0066A","O3",2012,"day","P50",45.762,"PL0066A","PL","Poland","CIECHOCINEK",18.781944,53.871667,44
"PL0068A","O3",2012,"day","P50",45.942,"PL0068A","PL","Poland","KONICZYNKA",18.684167,53.080556,85
"PL0071A","O3",2012,"day","P50",48.242,"PL0071A","PL","Poland","TORUN",18.666111,53.02861,65
"PL0077A","O3",2012,"day","P50",49.596,"PL0077A","PL","Poland","ZIELONKA",17.933333,53.65,40
"PL0079A","O3",2012,"day","P50",49.238,"PL0079A","PL","Poland","BIALA PODLASKA",23.149445,52.029167,144
"PL0349A","O3",2012,"day","P50",55.425,"PL0349A","PL","Poland","",22.996668,50.591389,240
"PL0002R","O3",2012,"day","P50",54.542,"PL0002R","PL","Poland","JARCZEW",21.97139,51.814445,180
"PL0507A","O3",2012,"day","P50",45.213,"PL0507A","PL","Poland","LUBLIN",22.569134,51.25943,191
"PL0488A","O3",2012,"day","P50",52.033,"PL0488A","PL","Poland","WILCZOPOLE",22.598611,51.163333,202
"PL0094A","O3",2012,"day","P50",49.421,"PL0094A","PL","Poland","GAJEW",19.233333,52.143333,177
"PL0096A","O3",2012,"day","P50",50.837,"PL0096A","PL","Poland","LODZ",19.529722,51.758057,235
"PL0104A","O3",2012,"day","P50",45.271,"PL0104A","PL","Poland","PABIANICE",19.36861,51.668056,186
"PL0105A","O3",2012,"day","P50",57.642,"PL0105A","PL","Poland","PARZNIEWICE",19.5175,51.291111,166
"PL0509A","O3",2012,"day","P50",45.571,"PL0509A","PL","Poland","PIOTRKOW TRYBUNALSKI",19.696957,51.404408,195
"PL0209A","O3",2012,"day","P50",40.913,"PL0209A","PL","Poland","GORZOW WLKP.",15.228658,52.738221,22
"PL0211A","O3",2012,"day","P50",51.476,"PL0211A","PL","Poland","SMOLARY BYTNICKIE",15.205833,52.172501,77
"PL0575A","O3",2012,"day","P50",44,"PL0575A","PL","Poland","SULECIN",15.124,52.43696,86
"PL0213A","O3",2012,"day","P50",51.348,"PL0213A","PL","Poland","ZIELONA GORA",15.5189,51.9398,150
"PL0501A","O3",2012,"day","P50",33.083,"PL0501A","PL","Poland","KRAKOW",19.948889,50.010278,230
"PL0487A","O3",2012,"day","P50",51.042,"PL0487A","PL","Poland","SZAROW",20.2575,50.007222,230
"PL0121A","O3",2012,"day","P50",58.125,"PL0121A","PL","Poland","SZYMBARK",21.117222,49.604444,327
"PL0502A","O3",2012,"day","P50",36,"PL0502A","PL","Poland","TARNOW",21.004722,50.020278,230
"PL0014A","O3",2012,"day","P50",50.817,"PL0014A","PL","Poland","BELSK DUZY",20.791511,51.835164,180
"PL0128A","O3",2012,"day","P50",50.1,"PL0128A","PL","Poland","GRANICA",20.454651,52.285858,81
"PL0129A","O3",2012,"day","P50",46.696,"PL0129A","PL","Poland","LEGIONOWO",20.955916,52.407577,95
"PL0398A","O3",2012,"day","P50",44.061,"PL0398A","PL","Poland","PLOCK",19.687705,52.556219,104
"PL0138A","O3",2012,"day","P50",43.362,"PL0138A","PL","Poland","RADOM",21.147451,51.399096,173
"PL0538A","O3",2012,"day","P50",38.021,"PL0538A","PL","Poland","SIEDLCE",22.28202,52.17212,155
"PL0044A","O3",2012,"day","P50",43.917,"PL0044A","PL","Poland","WARSZAWA",20.962153,52.280983,98
"PL0143A","O3",2012,"day","P50",41.771,"PL0143A","PL","Poland","WARSZAWA",21.042459,52.290859,85
"PL0010A","O3",2012,"day","P50",38.608,"PL0010A","PL","Poland","WARSZAWA",21.01904,52.224583,112
"PL0141A","O3",2012,"day","P50",44.837,"PL0141A","PL","Poland","WARSZAWA",21.033819,52.160773,102
"PL0149A","O3",2012,"day","P50",54.625,"PL0149A","PL","Poland","BIALYSTOK",23.230001,53.141945,146
"PL0150A","O3",2012,"day","P50",49.875,"PL0150A","PL","Poland","OSADA BORSUKOWIZNA",23.641945,53.218891,180
"PL0518A","O3",2012,"day","P50",43.423,"PL0518A","PL","Poland","JASLO",21.455334,49.744938,225
"PL0224A","O3",2012,"day","P50",40.818,"PL0224A","PL","Poland","RZESZOW",22.010733,50.034031,202
"PL0171A","O3",2012,"day","P50",49.237,"PL0171A","PL","Poland","SLUPSK",17.046667,54.463612,25
"PL0558A","O3",2012,"day","P50",35.645,"PL0558A","PL","Poland","KOSCIERZYNA",17.96861,54.11889,163
"PL0559A","O3",2012,"day","P50",48.682,"PL0559A","PL","Poland","MALBORK",19.03261,54.03127,17
"PL0560A","O3",2012,"day","P50",48.664,"PL0560A","PL","Poland","LEBORK",17.74643,54.54617,19
"PL0561A","O3",2012,"day","P50",57.459,"PL0561A","PL","Poland","",18.181303,54.102281,186
"PL0048A","O3",2012,"day","P50",49.977,"PL0048A","PL","Poland","GDYNIA",18.493334,54.560833,70
"PL0049A","O3",2012,"day","P50",44.883,"PL0049A","PL","Poland","GDANSK",18.557499,54.328331,105
"PL0052A","O3",2012,"day","P50",43.538,"PL0052A","PL","Poland","GDANSK",18.620001,54.380276,40
"PL0520A","O3",2012,"day","P50",47.092,"PL0520A","PL","Poland","GDYNIA",18.464806,54.465847,147
"PL0004R","O3",2012,"day","P50",58.542,"PL0004R","PL","Poland","LEBA",17.534445,54.754166,4
"PL0283A","O3",2012,"day","P50",48.317,"PL0283A","PL","Poland","KIELCE",20.605011,50.872548,275
"PL0565A","O3",2012,"day","P50",50.754,"PL0565A","PL","Poland","POLANIEC",21.276608,50.429031,188
"PL0234A","O3",2012,"day","P50",53.364,"PL0234A","PL","Poland","BIELSKO BIALA",19.027222,49.81361,365
"PL0236A","O3",2012,"day","P50",57,"PL0236A","PL","Poland","CIESZYN",18.639166,49.738056,353
"PL0184A","O3",2012,"day","P50",53.957,"PL0184A","PL","Poland","CZESTOCHOWA",19.130001,50.836388,265
"PL0237A","O3",2012,"day","P50",41.87,"PL0237A","PL","Poland","DABROWA GORNICZA",19.230833,50.328888,293
"PL0008A","O3",2012,"day","P50",35.826,"PL0008A","PL","Poland","KATOWICE",18.974445,50.264446,273
"PL0239A","O3",2012,"day","P50",45.348,"PL0239A","PL","Poland","RYBNIK",18.515833,50.111111,245
"PL0568A","O3",2012,"day","P50",61.609,"PL0568A","PL","Poland","USTRON",18.82658,49.71972,411
"PL0241A","O3",2012,"day","P50",43.87,"PL0241A","PL","Poland","WODZISLAW SLASKI",18.455557,50.007778,271
"PL0242A","O3",2012,"day","P50",42.136,"PL0242A","PL","Poland","ZABRZE",18.772499,50.316666,255
"PL0243A","O3",2012,"day","P50",59.208,"PL0243A","PL","Poland","ZLOTY POTOK",19.458334,50.711113,291
"PL0295A","O3",2012,"day","P50",52.437,"PL0295A","PL","Poland","ELBLAG",19.410833,54.168056,16
"PL0312A","O3",2012,"day","P50",54.025,"PL0312A","PL","Poland","GOLDAP",22.307222,54.305832,167
"PL0176A","O3",2012,"day","P50",55.417,"PL0176A","PL","Poland","OSTRODA",19.96528,53.69167,120
"PL0005R","O3",2012,"day","P50",57.797,"PL0005R","PL","Poland","",22.038055,54.125275,157
"PL0031A","O3",2012,"day","P50",47.729,"PL0031A","PL","Poland","KONIN",18.269035,52.225634,103
"PL0245A","O3",2012,"day","P50",41.696,"PL0245A","PL","Poland","POZNAN",16.877288,52.420319,84
"PL0247A","O3",2012,"day","P50",51.829,"PL0247A","PL","Poland","KRZYZOWKA",17.773465,52.50139,122
"PL0573A","O3",2012,"day","P50",49.058,"PL0573A","PL","Poland","",17.074113,52.276795,80
"PL0182A","O3",2012,"day","P50",50.522,"PL0182A","PL","Poland","WIDUCHOWA",14.382308,53.122318,15
"PL0248A","O3",2012,"day","P50",50.583,"PL0248A","PL","Poland","SZCZECIN",14.663347,53.380975,17
"PT03082","O3",2012,"day","P50",44.175,"PT03082","PT","Portugal","AMADORA, AML NORTE",-9.207505,38.738888,109
"PT03101","O3",2012,"day","P50",57.279,"PT03101","PT","Portugal","VILA FRANCA DE XIRA",-9.040556,38.896114,40
"PT01054","O3",2012,"day","P50",36.375,"PT01054","PT","Portugal","ESPINHO",-8.62333,40.9994,25
"PT03093","O3",2012,"day","P50",61.221,"PT03093","PT","Portugal","SETUBAL, SETÖBAL",-8.894175,38.529167,2
"PT01053","O3",2012,"day","P50",39.167,"PT01053","PT","Portugal","GAIA",-8.55583,41.09666,88
"PT03070","O3",2012,"day","P50",59.575,"PT03070","PT","Portugal","LISBOA, AML NORTE",-9.113623,38.733334,56
"PT01052","O3",2012,"day","P50",26.292,"PT01052","PT","Portugal","SANTO TIRSO",-8.4608,41.359997,60
"PT05012","O3",2012,"day","P50",81.658,"PT05012","PT","Portugal","ALCOUTIM",-7.678622,37.3125,300
"PT03096","O3",2012,"day","P50",70.217,"PT03096","PT","Portugal","CHAMUSCA, VALE DO TEJO E OESTE",-8.281958,39.211391,43
"PT01021","O3",2012,"day","P50",43.083,"PT01021","PT","Portugal","CUSTÓIAS",-8.645011,41.200832,100
"PT01048","O3",2012,"day","P50",78.875,"PT01048","PT","Portugal","VILA REAL",-7.795845,41.374443,1086
"PT03072","O3",2012,"day","P50",46.688,"PT03072","PT","Portugal","LISBOA, AML NORTE",-9.148903,38.748611,86
"PT01023","O3",2012,"day","P50",42.875,"PT01023","PT","Portugal","ERMESINDE",-8.551683,41.206112,140
"PT02019","O3",2012,"day","P50",53.5,"PT02019","PT","Portugal","LEIRIA",-8.670836,40.589443,32
"PT03095","O3",2012,"day","P50",55.683,"PT03095","PT","Portugal","BARREIRO, AML SUL",-9.065014,38.651112,30
"PT02004","O3",2012,"day","P50",37.083,"PT02004","PT","Portugal","ESTARREJA, ZONA DE INFLUÊNCIA",-8.583333,40.679169,20
"PT07001","O3",2012,"day","P50",74.817,"PT07001","PT","Portugal","HORTA",-28.631403,38.605,310
"PT03099","O3",2012,"day","P50",60.233,"PT03099","PT","Portugal","PALMELA",-8.690001,38.635002,57
"PT02021","O3",2012,"day","P50",68.042,"PT02021","PT","Portugal","VOUZELA",-8.098624,40.64389,741
"PT01042","O3",2012,"day","P50",46.042,"PT01042","PT","Portugal","BRAGA",-8.461678,41.571388,51
"PT02020","O3",2012,"day","P50",63.458,"PT02020","PT","Portugal","FUNDÃO, CENTRO INTERIOR",-7.175286,40.135281,473
"PT02016","O3",2012,"day","P50",41.708,"PT02016","PT","Portugal","COIMBRA, COIMBRA",-8.243897,40.122498,147
"PT05007","O3",2012,"day","P50",69.362,"PT05007","PT","Portugal","FARO",-7.926675,37.014999,4
"PT03083","O3",2012,"day","P50",56.729,"PT03083","PT","Portugal","ALMADA, AML SUL",-9.157783,38.663612,20
"PT03085","O3",2012,"day","P50",58.304,"PT03085","PT","Portugal","LOURES, AML NORTE",-9.165291,38.828888,100
"PT03102","O3",2012,"day","P50",63.817,"PT03102","PT","Portugal","LOURINHÃ",-9.245833,39.278332,63
"PT05008","O3",2012,"day","P50",68.287,"PT05008","PT","Portugal","ALBUFEIRA",-8.249737,37.091667,45
"PT01025","O3",2012,"day","P50",46.583,"PT01025","PT","Portugal","MATOSINHOS, PORTO LITORAL",-8.423895,41.135559,25
"PT03089","O3",2012,"day","P50",64.896,"PT03089","PT","Portugal","SINTRA, AML NORTE",-9.205003,38.476112,173
"PT01051","O3",2012,"day","P50",37.292,"PT01051","PT","Portugal","VILA DO CONDE",-8.720799,41.308601,25
"PT01047","O3",2012,"day","P50",75.833,"PT01047","PT","Portugal","VIANA DO CASTELO",-8.693897,41.802223,777
"PT04001","O3",2012,"day","P50",71.625,"PT04001","PT","Portugal","SINES, ALENTEJO LITORAL",-8.833333,37.966667,103
"PT02022","O3",2012,"day","P50",56.792,"PT02022","PT","Portugal","MONTEMOR-O-VELHO",-8.677778,40.184444,96
"PT03071","O3",2012,"day","P50",53.338,"PT03071","PT","Portugal","LISBOA, AML NORTE",-9.107228,38.77,34
"PT03063","O3",2012,"day","P50",54.812,"PT03063","PT","Portugal","SEIXAL, AML SUL",-9.08168,38.633335,3
"PT01044","O3",2012,"day","P50",46.167,"PT01044","PT","Portugal","PAÇOS DE FERREIRA",-8.382514,41.27972,300
"PT03087","O3",2012,"day","P50",59.996,"PT03087","PT","Portugal","LISBOA, AML NORTE",-9.210286,38.705002,20
"PT04004","O3",2012,"day","P50",69.667,"PT04004","PT","Portugal","SANTIAGO DO CACEM",-8.697514,38.016666,254
"PT01050","O3",2012,"day","P50",37.542,"PT01050","PT","Portugal","PORTO",-8.658889,41.147503,50
"PT04003","O3",2012,"day","P50",72.5,"PT04003","PT","Portugal","",-8.716666,37.866665,195
"PT04006","O3",2012,"day","P50",46.75,"PT04006","PT","Portugal","ALANDROAL",-7.397514,38.614998,187
"PT01031","O3",2012,"day","P50",44.958,"PT01031","PT","Portugal","V. N. TELHA, PORTO LITORAL",-8.662233,41.258888,88
"PT02018","O3",2012,"day","P50",45.208,"PT02018","PT","Portugal","ILHAVO",-8.401402,40.352222,32
"RO0092A","O3",2012,"day","P50",37.251,"RO0092A","RO","Romania","ALBA IULIA",23.563482,46.064224,246
"RO0093A","O3",2012,"day","P50",44.364,"RO0093A","RO","Romania","SEBES",23.561399,45.9669,256
"RO0094A","O3",2012,"day","P50",44.668,"RO0094A","RO","Romania","ZLATNA",23.225601,46.108295,450
"RO0099A","O3",2012,"day","P50",32.575,"RO0099A","RO","Romania","PITESTI",24.87715,44.858171,278
"RO0100A","O3",2012,"day","P50",55.036,"RO0100A","RO","Romania","RADU NEGRU",25.007398,44.816642,296
